Sp. Def,Sp. Atk,Legendary,Generation,Total,Name,Entry,Attack,HP,Speed,Defense,Type 2,Type 1,#
55,45,False,2,415,Furret,"Furret has a very slim build. When under attack, it can slickly
squirm through narrow spaces and get away. In spite of its
short limbs, this Pokémon is very nimble and fleet.",76,85,90,64,,Normal,162
56,36,False,2,262,Hoothoot,"Every day, it tilts its head in the same rhythm.
A long time ago, people raised these Pokémon
to serve as clocks.",30,60,50,30,Flying,Normal,163
96,76,False,2,442,Noctowl,"With eyes that can see in pitch-darkness, it
never lets its prey escape. Some even call it
“the emperor of dark nights.”",50,100,70,50,Flying,Normal,164
80,40,False,2,265,Ledyba,"This Pokémon is very sensitive to cold. In the
warmth of Alola, it appears quite lively.",20,40,55,30,Flying,Bug,165
110,55,False,2,390,Ledian,"It’s said that the patterns on its back are
related to the stars in the night sky, but the
details of that relationship remain unclear.",35,55,85,50,Flying,Bug,166
40,40,False,2,250,Spinarak,"With threads from its mouth, it fashions sturdy
webs that won’t break even if you set a rock
on them.",60,40,30,40,Poison,Bug,167
60,60,False,2,390,Ariados,"Every night, it wanders around in search of
prey, whose movements it restrains by spewing
threads before it bites into them with its fangs.",90,70,40,70,Poison,Bug,168
80,70,False,2,535,Crobat,"Its fangs are so sharp, if it bites you in the dark
and sucks your blood, you won’t notice any pain
or realize you’ve been bitten.",90,85,130,80,Flying,Poison,169
56,56,False,2,330,Chinchou,"Its two antennae glow softly to lure in prey,
making it a useful Pokémon for night fishing.",38,75,67,38,Electric,Water,170
76,76,False,2,460,Lanturn,"When the bacteria living inside its antennae
absorb Lanturn’s bodily fluids, a strong
luminescent effect is produced.",58,125,67,58,Electric,Water,171
35,35,False,2,205,Pichu,"It still can’t use electricity well. When it’s
surprised or excited, it discharges
electricity unintentionally.",40,20,60,15,,Electric,172
55,45,False,2,218,Cleffa,"On nights with many shooting stars,
they gather in packs and dance in circles. If you
should see them, something good will happen!",25,50,15,28,,Fairy,173
20,40,False,2,210,Igglybuff,"It’s always practicing its singing because it
wants to improve. Even when it’s asleep,
it keeps singing in its dreams!",30,90,15,15,Fairy,Normal,174
65,40,False,2,245,Togepi,"As its energy, Togepi uses the positive emotions of
compassion and pleasure exuded by people and Pokémon.
This Pokémon stores up feelings of happiness inside its shell,
then shares them with others.",20,35,20,65,,Fairy,175
105,80,False,2,405,Togetic,"Togetic is said to be a Pokémon that brings good fortune.
When the Pokémon spots someone who is pure of heart,
it is said to appear and share its happiness with that person.",40,55,40,85,Flying,Fairy,176
45,70,False,2,320,Natu,"Although it still can’t fly, its jumping power is
outstanding. It jumps way up into trees and
plucks the buds from the branches.",50,40,70,45,Flying,Psychic,177
70,95,False,2,470,Xatu,"It’s said that while this Pokémon has the power
to predict the future, it’s not powerful enough
to change the future it sees.",75,65,95,70,Flying,Psychic,178
45,65,False,2,280,Mareep,"Clothing made from Mareep’s fleece is easily
charged with static electricity, so a special
process is used on it.",40,55,35,40,,Electric,179
60,80,False,2,365,Flaaffy,"In the places on its body where fleece doesn’t
grow, its skin is rubbery and doesn’t conduct
electricity. Those spots are safe to touch.",55,70,45,55,,Electric,180
90,115,False,2,510,Ampharos,"The light from its tail can be seen from space.
This is why you can always tell exactly where it
is, which is why it usually keeps the light off.",75,90,55,85,,Electric,181
100,90,False,2,490,Bellossom,"A Bellossom grows flowers more beautifully if it has evolved
from a smelly Gloom—the more stinky the better. At night, this
Pokémon closes its petals and goes to sleep.",80,75,50,95,,Grass,182
50,20,False,2,250,Marill,"When fishing for food at the edge of a fast-running stream,
Marill wraps its tail around the trunk of a tree. This Pokémon’s
tail is flexible and configured to stretch.",20,70,40,50,Fairy,Water,183
80,60,False,2,420,Azumarill,"Azumarill can make balloons out of air. It makes these air
balloons if it spots a drowning Pokémon. The air balloons
enable the Pokémon in trouble to breathe.",50,100,50,80,Fairy,Water,184
65,30,False,2,410,Sudowoodo,"It’s so popular with the elderly that there’s a
magazine devoted to this Pokémon. Fans obsess
over the particular length and angle of its arms.",100,70,30,115,,Rock,185
100,90,False,2,500,Politoed,"Although its cries sound like screams, a
composer created a beautiful ballad that was
influenced by the sounds.",75,90,70,75,,Water,186
55,35,False,2,250,Hoppip,"This Pokémon drifts and floats with the wind. If it senses the
approach of strong winds, Hoppip links its leaves with other
Hoppip to prepare against being blown away.",35,35,50,40,Flying,Grass,187
65,45,False,2,340,Skiploom,"Skiploom’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer.",45,55,80,50,Flying,Grass,188
95,55,False,2,460,Jumpluff,"Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating.",55,75,110,70,Flying,Grass,189
55,40,False,2,360,Aipom,"As it did more and more with its tail, its hands
became clumsy. It makes its nest high in
the treetops.",70,55,85,55,,Normal,190
30,30,False,2,180,Sunkern,"Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew.",30,30,30,30,,Grass,191
85,105,False,2,425,Sunflora,"Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night.",75,75,30,55,,Grass,192
45,75,False,2,390,Yanma,"Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This Pokémon uses its flying ability
to quickly chase down targeted prey.",65,65,95,45,Flying,Bug,193
25,25,False,2,210,Wooper,"Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film.",45,55,15,45,Ground,Water,194
65,65,False,2,430,Quagsire,"Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry.",85,95,35,85,Ground,Water,195
95,130,False,2,525,Espeon,"Although it originally had no powers at all,
people say its precognitive faculties were
awakened by its need to protect itself.",65,65,110,60,,Psychic,196
130,60,False,2,525,Umbreon,"This Pokémon is nocturnal. Even in total
darkness, its large eyes can spot its
prey clearly!",65,95,65,110,,Dark,197
42,85,False,2,405,Murkrow,"It has a weakness for shiny things. It’s been
known to sneak into the nests of Gabite—noted
collectors of jewels—in search of treasure.",85,60,91,42,Flying,Dark,198
110,100,False,2,490,Slowking,"It’s constantly coming up with new ideas that
would change the world, but as soon as it
hits upon a new idea, it forgets it.",75,95,30,80,Psychic,Water,199
85,85,False,2,435,Misdreavus,"What gives meaning to its life is surprising
others. If you set your ear against the red orbs
around its neck, you can hear shrieking.",60,60,85,60,,Ghost,200
48,72,False,2,336,Unown,"This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known.",72,48,48,48,,Psychic,201
58,33,False,2,405,Wobbuffet,"Wobbuffet does nothing but endure attacks—it won’t attack on
its own. However, it won’t endure an attack on its tail. When
that happens, the Pokémon will try to take the foe with it using
Destiny Bond.",33,190,33,58,,Psychic,202
65,90,False,2,455,Girafarig,"Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day.",80,70,85,65,Psychic,Normal,203
35,35,False,2,290,Pineco,"Motionless, it hangs from trees, waiting for
its bug Pokémon prey to come to it. Its favorite
in Alola is Cutiefly.",65,50,15,90,,Bug,204
60,60,False,2,465,Forretress,"When something approaches it, it fires off
fragments of its steel shell in attack. This is not
a conscious action but a conditioned reflex.",90,75,40,140,Steel,Bug,205
65,65,False,2,415,Dunsparce,"It travels by digging through the ground.
Diglett and Dunsparce share one another’s
tunnels happily.",70,100,45,70,,Normal,206
65,35,False,2,430,Gligar,"Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb.",75,65,85,105,Flying,Ground,207
65,55,False,2,510,Steelix,"Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of
over six-tenths of a mile underground.",85,75,30,200,Ground,Steel,208
40,40,False,2,300,Snubbull,"It grows close to others easily and is also easily
spoiled. The disparity between its face and its
actions makes many young people wild about it.",80,60,30,50,,Fairy,209
60,60,False,2,450,Granbull,"While it has powerful jaws, it doesn’t care for
disputes, so it rarely has a chance to display
their might.",120,90,45,75,,Fairy,210
55,55,False,2,430,Qwilfish,"Qwilfish sucks in water, inflating itself. This Pokémon
uses the pressure of the water it swallowed to shoot toxic
quills all at once from all over its body. It finds swimming
somewhat challenging.",95,65,85,75,Poison,Water,211
80,55,False,2,500,Scizor,"Its body is like steel. Its tough, heavy pincers
are more suited to smashing enemies than
grabbing them.",130,70,65,100,Steel,Bug,212
230,10,False,2,505,Shuckle,"Shuckle quietly hides itself under rocks, keeping its body
concealed inside its hard shell while eating berries it has
stored away. The berries mix with its body fluids to become
a juice.",10,20,5,230,Rock,Bug,213
95,40,False,2,500,Heracross,"It’s proud of its thick horn. In Alola, its biggest
rival is Vikavolt, which it’s always fighting with.",125,80,85,75,Fighting,Bug,214
75,35,False,2,430,Sneasel,"They will cooperate to steal eggs from the nests
of bird Pokémon, but fights break out to
determine which one gets to eat the eggs.",95,55,115,55,Ice,Dark,215
50,50,False,2,330,Teddiursa,"This Pokémon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill.",80,60,40,50,,Normal,216
75,75,False,2,500,Ursaring,"In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
Pokémon walks through its forest gathering food every day.",130,90,55,75,,Normal,217
40,70,False,2,250,Slugma,"Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this Pokémon’s body,
carrying essential nutrients and oxygen to its organs.",40,40,20,40,,Fire,218
80,80,False,2,410,Magcargo,"Magcargo’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog.",50,50,30,120,Rock,Fire,219
30,30,False,2,250,Swinub,"Swinub roots for food by rubbing its snout against the ground.
Its favorite food is a mushroom that grows under the cover of
dead grass. This Pokémon occasionally roots out hot springs.",50,50,50,40,Ground,Ice,220
60,60,False,2,450,Piloswine,"Piloswine is covered by a thick coat of long hair that enables
it to endure the freezing cold. This Pokémon uses its tusks to
dig up food that has been buried under ice.",100,100,50,80,Ground,Ice,221
85,65,False,2,380,Corsola,"The pink of Corsola that live in Alola is deep
and vibrant, thanks to seas filled with nutrition.",55,55,35,85,Rock,Water,222
35,65,False,2,300,Remoraid,"This Pokémon clings to Mantine and shares in
its prosperity. When its Mantine is attacked,
Remoraid will fight alongside it!",65,35,65,35,,Water,223
75,105,False,2,480,Octillery,"The ink it spits when escaping is special.
It contains a substance that dulls the sense of
smell, so Pokémon with keen noses get lost.",105,75,45,75,,Water,224
45,65,False,2,330,Delibird,"It shares its food with people who are stranded.
Because Delibird is omnivorous, sometimes
it gives those people bug Pokémon.",55,45,75,45,Flying,Ice,225
140,80,False,2,465,Mantine,"Postcards and posters featuring Mantine
leaping elegantly above the waves are popular
souvenirs of Alola.",40,65,70,70,Flying,Water,226
70,40,False,2,465,Skarmory,"The wing feathers it sheds can be processed
and made into knives whose sharpness is
recognized by the finest chefs.",80,65,70,140,Flying,Steel,227
50,80,False,2,330,Houndour,"It cooperates with others skillfully. When it
becomes your partner, it’s very loyal to you as
its Trainer and will obey your orders.",60,45,65,30,Fire,Dark,228
80,110,False,2,500,Houndoom,"They spew flames mixed with poison to finish
off their opponents. They divvy up their prey
evenly among the members of their pack.",90,75,95,50,Fire,Dark,229
95,95,False,2,540,Kingdra,"Kingdra sleeps on the seafloor where it is otherwise devoid
of life. When a storm arrives, the Pokémon is said to awaken
and wander about in search of prey.",95,75,85,95,Dragon,Water,230
40,40,False,2,330,Phanpy,"Phanpy uses its long nose to shower itself. When others
gather around, they thoroughly douse each other with water.
These Pokémon can be seen drying their soaking-wet
bodies at the edge of water.",60,90,40,60,,Ground,231
60,60,False,2,500,Donphan,"If Donphan were to tackle with its hard body, even a house
could be destroyed. Using its massive strength, the Pokémon
helps clear rock and mud slides that block mountain trails.",120,90,50,120,,Ground,232
95,105,False,2,515,Porygon2,"AI has been installed in it. It learns various
things all on its own, but it even remembers
things it doesn’t need to know.",80,85,60,90,,Normal,233
65,85,False,2,465,Stantler,"Stantler’s magnificent antlers were traded at high prices as
works of art. As a result, this Pokémon was hunted close to
extinction by those who were after the priceless antlers.",95,73,85,62,,Normal,234
45,20,False,2,250,Smeargle,"The fluid of Smeargle’s tail secretions changes
in the intensity of its hue as the Pokémon’s
emotions change.",20,55,75,35,,Normal,235
35,35,False,2,210,Tyrogue,"Tyrogue becomes stressed out if it does not get to train every
day. When raising this Pokémon, the Trainer must establish
and uphold various training methods.",35,35,35,35,,Fighting,236
110,35,False,2,455,Hitmontop,"Hitmontop spins on its head at high speed, all the while
delivering kicks. This technique is a remarkable mix of both
offense and defense at the same time. The Pokémon travels
faster spinning than it does walking.",95,50,70,95,,Fighting,237
65,85,False,2,305,Smoochum,"When it examines things, before touching them
with its hands, it makes lip contact and then
diligently licks all the dirt off its lips.",30,45,65,15,Psychic,Ice,238
55,65,False,2,360,Elekid,"When it hears the crash of thunder, Elekid’s
mood improves. It can be useful to record that
sound and play it when Elekid’s feeling down.",63,45,95,37,,Electric,239
55,70,False,2,365,Magby,"When flames drip from its nose, that means it
has a cold. Have it lie down for a nice rest in
some magma.",75,45,83,37,,Fire,240
70,40,False,2,490,Miltank,"It produces over five gallons of milk a day. The
higher the quality of the pastures it lives in,
the richer and tastier its milk becomes.",80,95,100,105,,Normal,241
135,75,False,2,540,Blissey,"Their eggs are such a delicacy that some say
eating one will bring you happiness. These eggs
fetch the highest prices on the market.",10,255,55,10,,Normal,242
100,115,True,2,580,Raikou,"Raikou embodies the speed of lightning. The roars of
this Pokémon send shock waves shuddering through the
air and shake the ground as if lightning bolts had come
crashing down.",85,90,115,75,,Electric,243
75,90,True,2,580,Entei,"Entei embodies the passion of magma. This Pokémon is
thought to have been born in the eruption of a volcano.
It sends up massive bursts of fire that utterly consume all
that they touch.",115,115,100,85,,Fire,244
115,90,True,2,580,Suicune,"Suicune embodies the compassion of a pure spring of water.
It runs across the land with gracefulness. This Pokémon has
the power to purify dirty water.",75,100,85,115,,Water,245
50,45,False,2,300,Larvitar,"Born underground, it eats its way through dirt to
the surface, where its parents are. It doesn’t
deal well with the bright light it finds there.",64,50,41,50,Ground,Rock,246
70,65,False,2,410,Pupitar,"This troublesome Pokémon can’t wait to evolve,
so it relieves its stress by wildly propelling itself
around using compressed gas.",84,70,51,70,Ground,Rock,247
100,95,False,2,600,Tyranitar,"It wanders through the mountains seeking
opponents to fight. If it finds an opponent that’s
not worthy, Tyranitar ignores it and wanders on.",134,100,61,110,Dark,Rock,248
154,90,True,2,680,Lugia,"Lugia’s wings pack devastating power—a light fluttering of its
wings can blow apart regular houses. As a result, this
Pokémon chooses to live out of sight deep under the sea.",90,106,110,130,Flying,Psychic,249
154,110,True,2,680,Ho-oh,"Ho-Oh’s feathers glow in seven colors depending on the angle
at which they are struck by light. These feathers are said to
bring happiness to the bearers. This Pokémon is said to live at
the foot of a rainbow.",130,106,90,90,Flying,Fire,250
100,100,False,2,600,Celebi,"This Pokémon came from the future by crossing over time.
It is thought that so long as Celebi appears, a bright and
shining future awaits us.",100,100,100,100,Grass,Psychic,251
55,65,False,3,310,Treecko,"Treecko is cool, calm, and collected—it never panics under
any situation. If a bigger foe were to glare at this Pokémon,
it would glare right back without conceding an inch of ground.",45,40,70,35,,Grass,252
65,85,False,3,405,Grovyle,"This Pokémon adeptly flies from branch to branch in trees.
In a forest, no Pokémon can ever hope to catch a fleeing
Grovyle however fast they may be.",65,50,95,45,,Grass,253
85,105,False,3,530,Sceptile,"Sceptile has seeds growing on its back. They are said to be
bursting with nutrients that revitalize trees. This Pokémon
raises the trees in a forest with loving care.",85,70,120,65,,Grass,254
50,70,False,3,310,Torchic,"Torchic has a place inside its body where it keeps its flame.
Give it a hug—it will be glowing with warmth. This Pokémon is
covered all over by a fluffy coat of down.",60,45,45,40,,Fire,255
60,85,False,3,405,Combusken,"Combusken battles with the intensely hot flames it spews from
its beak and with outstandingly destructive kicks. This
Pokémon’s cry is very loud and distracting.",85,60,55,60,Fighting,Fire,256
70,110,False,3,530,Blaziken,"Blaziken has incredibly strong legs—it can easily clear a
30-story building in one leap. This Pokémon’s blazing punches
leave its foes scorched and blackened.",120,80,80,70,Fighting,Fire,257
50,50,False,3,310,Mudkip,"In water, Mudkip breathes using the gills on its cheeks. If it is
faced with a tight situation in battle, this Pokémon will unleash
its amazing power—it can crush rocks bigger than itself.",70,50,40,50,,Water,258
70,60,False,3,405,Marshtomp,"Marshtomp is much faster at traveling through mud than it is at
swimming. This Pokémon’s hindquarters exhibit obvious
development, giving it the ability to walk on just its hind legs.",85,70,50,70,Ground,Water,259
90,85,False,3,535,Swampert,"Swampert predicts storms by sensing subtle differences in the
sounds of waves and tidal winds with its fins. If a storm is
approaching, it piles up boulders to protect itself.",110,100,60,90,Ground,Water,260
30,30,False,3,220,Poochyena,"Poochyena is an omnivore—it will eat anything. A distinguishing
feature is how large its fangs are compared to its body. This
Pokémon tries to intimidate its foes by making the hair on its
tail bristle out.",55,35,35,35,,Dark,261
60,60,False,3,420,Mightyena,"Mightyena travel and act as a pack in the wild. The memory
of its life in the wild compels the Pokémon to obey only
those Trainers that it recognizes to possess superior skill.",90,70,70,70,,Dark,262
41,30,False,3,240,Zigzagoon,"The hair on Zigzagoon’s back is bristly. It rubs the hard back
hair against trees to leave its territorial markings. This Pokémon
may play dead to fool foes in battle.",30,38,60,41,,Normal,263
61,50,False,3,420,Linoone,"When hunting, Linoone will make a beeline straight for the
prey at a full run. While this Pokémon is capable of topping
60 mph, it has to come to a screeching halt before it can turn.",70,78,100,61,,Normal,264
30,20,False,3,195,Wurmple,"Wurmple is targeted by Swellow as prey. This Pokémon
will try to resist by pointing the spikes on its rear at the
attacking predator. It will weaken the foe by leaking poison
from the spikes.",45,45,20,35,,Bug,265
25,25,False,3,205,Silcoon,"Silcoon was thought to endure hunger and not consume
anything before its evolution. However, it is now thought
that this Pokémon slakes its thirst by drinking rainwater
that collects on its silk.",35,50,15,55,,Bug,266
50,100,False,3,395,Beautifly,"Beautifly has a long mouth like a coiled needle, which is very
convenient for collecting pollen from flowers. This Pokémon
rides the spring winds as it flits around gathering pollen.",70,60,65,50,Flying,Bug,267
25,25,False,3,205,Cascoon,"If it is attacked, Cascoon remains motionless however badly it
may be hurt. It does so because if it were to move, its body
would be weak upon evolution. This Pokémon will also not
forget the pain it endured.",35,50,15,55,,Bug,268
90,50,False,3,385,Dustox,"When Dustox flaps its wings, a fine dust is scattered all over.
This dust is actually a powerful poison that will even make a
pro wrestler sick. This Pokémon searches for food using its
antennae like radar.",50,60,65,70,Poison,Bug,269
50,40,False,3,220,Lotad,"Lotad is said to have dwelled on land before. However, this
Pokémon is thought to have returned to water because the
leaf on its head grew large and heavy. It now lives by floating
atop the water.",30,40,30,30,Grass,Water,270
70,60,False,3,340,Lombre,"Lombre’s entire body is covered by a slippery, slimy film.
It feels horribly unpleasant to be touched by this Pokémon’s
hands. Lombre is often mistaken for a human child.",50,60,50,50,Grass,Water,271
100,90,False,3,480,Ludicolo,"Upon hearing an upbeat and cheerful rhythm, the cells in
Ludicolo’s body become very energetic and active. Even
in battle, this Pokémon will exhibit an amazing amount
of power.",70,80,70,70,Grass,Water,272
30,30,False,3,220,Seedot,"Seedot looks exactly like an acorn when it is dangling from a
tree branch. It startles other Pokémon by suddenly moving.
This Pokémon polishes its body once a day using leaves.",40,40,30,50,,Grass,273
40,60,False,3,340,Nuzleaf,"This Pokémon pulls out the leaf on its head and makes a flute
with it. The sound of Nuzleaf’s flute strikes fear and uncertainty
in the hearts of people lost in a forest.",70,70,60,40,Dark,Grass,274
60,90,False,3,480,Shiftry,"Shiftry’s large fans generate awesome gusts of wind at a
speed close to 100 feet per second. The whipped-up wind
blows anything away. This Pokémon chooses to live quietly
deep in forests.",100,90,80,60,Dark,Grass,275
30,30,False,3,270,Taillow,"Taillow is young—it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokémon feeds on Wurmple that live in forests.",55,40,85,30,Flying,Normal,276
50,50,False,3,430,Swellow,"Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each other’s wings.",85,60,125,60,Flying,Normal,277
30,55,False,3,270,Wingull,"With its long, thin wings, it catches updrafts
and flies like a glider high up into the sky.",30,40,85,30,Flying,Water,278
70,85,False,3,430,Pelipper,"It places small Pokémon into its spacious beak
and carries them around. No one knows where
it’s taking them.",50,60,65,100,Flying,Water,279
35,45,False,3,198,Ralts,"Ralts has the ability to sense the emotions of people. If its
Trainer is in a cheerful mood, this Pokémon grows cheerful
and joyous in the same way.",25,28,40,25,Fairy,Psychic,280
55,65,False,3,278,Kirlia,"Kirlia uses the horns on its head to amplify its psychokinetic
power. When the Pokémon uses its power, the air around it
becomes distorted, creating mirages of nonexistent scenery.",35,38,50,35,Fairy,Psychic,281
115,125,False,3,518,Gardevoir,"Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This Pokémon
will try to protect its Trainer even at the risk of its own life.",65,68,80,65,Fairy,Psychic,282
52,50,False,3,269,Surskit,"If it’s in a pinch, it will secrete a sweet liquid
from the tip of its head. Syrup made from
gathering that liquid is tasty on bread.",30,40,65,32,Water,Bug,283
82,80,False,3,414,Masquerain,"Masquerain intimidates enemies with the eyelike
patterns of its eyespots. If that doesn’t work, it
deftly makes its escape on its set of four wings.",60,70,60,62,Flying,Bug,284
60,40,False,3,295,Shroomish,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokémon’s spores are
so toxic, they make trees and weeds wilt.",40,60,35,60,,Grass,285
60,60,False,3,460,Breloom,"The seeds ringing Breloom’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble.",130,60,70,80,Fighting,Grass,286
35,35,False,3,280,Slakoth,"Slakoth’s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokémon in motion.",60,60,30,60,,Normal,287
55,55,False,3,440,Vigoroth,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokémon to run wild throughout the jungle before it can
settle down.",80,80,90,80,,Normal,288
65,95,False,3,670,Slaking,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground.",160,150,100,100,,Normal,289
30,30,False,3,266,Nincada,"Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This Pokémon can’t withstand bright sunlight so avoids it.",45,31,40,90,Ground,Bug,290
50,50,False,3,456,Ninjask,"If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this Pokémon is said to be one that puts the
Trainer’s abilities to the test.",90,61,160,45,Flying,Bug,291
30,30,False,3,236,Shedinja,"Shedinja is a peculiar Pokémon. It seems to appear unsought
in a Poké Ball after a Nincada evolves. This bizarre Pokémon
is entirely immobile—it doesn’t even breathe.",90,1,40,45,Ghost,Bug,292
23,51,False,3,240,Whismur,"Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the Pokémon goes to sleep, all tired out.",51,64,28,23,,Normal,293
43,71,False,3,360,Loudred,"Loudred shouts while stamping its feet. After it finishes
shouting, this Pokémon becomes incapable of hearing
anything for a while. This is considered to be a weak point.",71,84,48,43,,Normal,294
73,91,False,3,490,Exploud,"Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This Pokémon
only raises its voice when it is in battle.",91,104,68,63,,Normal,295
30,20,False,3,237,Makuhita,"It practices its slaps by repeatedly slapping
tree trunks. It has been known to slap an
Exeggutor and get flung away.",60,72,25,30,,Fighting,296
60,40,False,3,474,Hariyama,"Although they enjoy comparing their strength,
they’re also kind. They value etiquette, praising
opponents they battle.",120,144,50,60,,Fighting,297
40,20,False,3,190,Azurill,"Azurill’s tail is large and bouncy. It is packed full of the
nutrients this Pokémon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail.",20,50,20,40,Fairy,Normal,298
90,45,False,3,375,Nosepass,"It moves less than an inch a year, but when
it’s in a jam, it will spin and drill down into the
ground in a split second.",45,30,30,135,,Rock,299
35,35,False,3,260,Skitty,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokémon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks.",45,50,50,45,,Normal,300
55,55,False,3,380,Delcatty,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokémon approach it as it sleeps, this Pokémon
will never fight—it will just move away somewhere else.",65,70,70,65,,Normal,301
65,65,False,3,380,Sableye,"It digs through the ground with its hard claws
and crunches down gems with its thick pointy
teeth. Carbink is its favorite food.",75,50,50,75,Ghost,Dark,302
55,55,False,3,380,Mawile,"A cunning and terrifying Pokémon, its cuteness
makes opponents let down their guard—and
then it swallows them whole with its huge jaws.",85,50,50,85,Fairy,Steel,303
40,40,False,3,330,Aron,"Aron has a body of steel. With one all-out charge, this
Pokémon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the Pokémon.",70,50,30,100,Rock,Steel,304
50,50,False,3,430,Lairon,"Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the Pokémon often clashes with humans mining the iron ore.",90,60,40,140,Rock,Steel,305
60,60,False,3,530,Aggron,"Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokémon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory.",110,70,50,180,Rock,Steel,306
55,40,False,3,280,Meditite,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokémon’s training.",40,30,60,55,Psychic,Fighting,307
75,60,False,3,410,Medicham,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating.",60,60,80,75,Psychic,Fighting,308
40,65,False,3,295,Electrike,"Friction between the air and its fur produces
static electricity. When Electrike runs, it makes
a crackling sound.",45,40,65,40,,Electric,309
60,105,False,3,475,Manectric,"Manectric can be found beneath unnatural
thunderclouds. People say it can run at the
same speed as lightning striking.",75,70,105,60,,Electric,310
75,85,False,3,405,Plusle,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokémon
cries loudly.",50,60,95,40,,Electric,311
85,75,False,3,405,Minun,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks.",40,60,95,50,,Electric,312
75,47,False,3,400,Volbeat,"Volbeat’s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokémon loves the sweet aroma given off by Illumise.",73,65,85,55,,Bug,313
75,73,False,3,400,Illumise,"Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This Pokémon is said to earn greater respect
from its peers by composing more complex designs in the sky.",47,65,85,55,,Bug,314
80,100,False,3,400,Roselia,"On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this Pokémon’s
head contain a vicious poison.",60,50,65,45,Poison,Grass,315
53,43,False,3,302,Gulpin,"Most of Gulpin’s body is made up of its stomach—its heart and
brain are very small in comparison. This Pokémon’s stomach
contains special enzymes that dissolve anything.",43,70,40,53,,Poison,316
